,document_no,start,end,label,drug,rating,review,sentence
1767,803,107,119,bearable side effect,Epiduo Forte,9,For a couple months I had these stubborn hard small bumps in my t zone I tried to do everything to get rid of them Nothing seemed to work I finally went to my dermatologist and they prescribed me epiduo forte and sulfate face wash called avar After I wash my face with avar I apply ponds cold cream which is a great moisturizer then I apply a thin layer of epiduo forte And sometimes I apply the epiduo first then I apply my moisturizer It s only been a week and my skin is clearing up already My skin has not peeled been dry or anything I can feel a slight burning sensation on my face But thats it,I can feel a slight burning sensation on my face But thats it
1768,804,37,41,positive experience,Benzoyl peroxide / clindamycin,9,I had moderate acne and frequently got cystic acne due to my extremely oily skin The cystic acne was so deep and painful that I asked my doctor about what to do and she perscribed me this I swear it works miracles My acne was virtually gone after 2 weeks and my ultra oily skin felt normal and smooth Even though the box says it only helps acne vulgaris benzaclin really works on cystic acne as well,I swear it works miracles
1769,804,42,49,worked very well,Benzoyl peroxide / clindamycin,9,I had moderate acne and frequently got cystic acne due to my extremely oily skin The cystic acne was so deep and painful that I asked my doctor about what to do and she perscribed me this I swear it works miracles My acne was virtually gone after 2 weeks and my ultra oily skin felt normal and smooth Even though the box says it only helps acne vulgaris benzaclin really works on cystic acne as well,My acne was virtually gone after 2 weeks
1770,804,51,58,benefit,Benzoyl peroxide / clindamycin,9,I had moderate acne and frequently got cystic acne due to my extremely oily skin The cystic acne was so deep and painful that I asked my doctor about what to do and she perscribed me this I swear it works miracles My acne was virtually gone after 2 weeks and my ultra oily skin felt normal and smooth Even though the box says it only helps acne vulgaris benzaclin really works on cystic acne as well,my ultra oily skin felt normal and smooth
1771,805,46,54,bearable side effect,Benzoyl peroxide / erythromycin,9,I got this about half through my sophomore year because everything I used never got rid of my acne I just asked my doctor and she prescribed me whatever she thought was best Took about 2 weeks to start working then boom my acne was gone I occasionally got black heads but nothing like before I was so happy I started getting rid of most of my acne scars with fade cream since I had no acne anymore But as of a few months ago over a year of using it it stopped working I use it as I usually would but acne is coming back I guess my skin is now immune to it built a tolerance so it kind of sucks Now I have to go back and get a difference topical gel but hey this was a miracle while it lasted,I occasionally got black heads but nothing like before
1772,805,55,58,positive experience,Benzoyl peroxide / erythromycin,9,I got this about half through my sophomore year because everything I used never got rid of my acne I just asked my doctor and she prescribed me whatever she thought was best Took about 2 weeks to start working then boom my acne was gone I occasionally got black heads but nothing like before I was so happy I started getting rid of most of my acne scars with fade cream since I had no acne anymore But as of a few months ago over a year of using it it stopped working I use it as I usually would but acne is coming back I guess my skin is now immune to it built a tolerance so it kind of sucks Now I have to go back and get a difference topical gel but hey this was a miracle while it lasted,I was so happy
1773,805,59,72,benefit,Benzoyl peroxide / erythromycin,9,I got this about half through my sophomore year because everything I used never got rid of my acne I just asked my doctor and she prescribed me whatever she thought was best Took about 2 weeks to start working then boom my acne was gone I occasionally got black heads but nothing like before I was so happy I started getting rid of most of my acne scars with fade cream since I had no acne anymore But as of a few months ago over a year of using it it stopped working I use it as I usually would but acne is coming back I guess my skin is now immune to it built a tolerance so it kind of sucks Now I have to go back and get a difference topical gel but hey this was a miracle while it lasted,I started getting rid of most of my acne scars with fade cream since
1774,805,94,105,worse when off the drug,Benzoyl peroxide / erythromycin,9,I got this about half through my sophomore year because everything I used never got rid of my acne I just asked my doctor and she prescribed me whatever she thought was best Took about 2 weeks to start working then boom my acne was gone I occasionally got black heads but nothing like before I was so happy I started getting rid of most of my acne scars with fade cream since I had no acne anymore But as of a few months ago over a year of using it it stopped working I use it as I usually would but acne is coming back I guess my skin is now immune to it built a tolerance so it kind of sucks Now I have to go back and get a difference topical gel but hey this was a miracle while it lasted,I use it as I usually would but acne is coming back
1775,806,57,64,worked very well,Ethinyl estradiol / norgestimate,9,I am 30 years old and I have never taken birth control pills before I had skin that was so dry that every morning the skin on my cheeks flaked off It almost looked like a bad sunburn that resulted in peeling skin My right cheek was so red and inflamed but after taking the first pill I noticed a difference the very next day I have taken 7 pills and so far so good My cheeks are soft and finally look like regular skin The redness on my right cheek is fading and it doesn t hurt to apply makeup anymore I am so excited to see how much better my skin gets No side effects yet I hope I don t get any when I get to the other colored pills,I noticed a difference the very next day
1776,806,71,84,benefit,Ethinyl estradiol / norgestimate,9,I am 30 years old and I have never taken birth control pills before I had skin that was so dry that every morning the skin on my cheeks flaked off It almost looked like a bad sunburn that resulted in peeling skin My right cheek was so red and inflamed but after taking the first pill I noticed a difference the very next day I have taken 7 pills and so far so good My cheeks are soft and finally look like regular skin The redness on my right cheek is fading and it doesn t hurt to apply makeup anymore I am so excited to see how much better my skin gets No side effects yet I hope I don t get any when I get to the other colored pills,so far so good My cheeks are soft and finally look like regular skin
1777,806,86,92,benefit,Ethinyl estradiol / norgestimate,9,I am 30 years old and I have never taken birth control pills before I had skin that was so dry that every morning the skin on my cheeks flaked off It almost looked like a bad sunburn that resulted in peeling skin My right cheek was so red and inflamed but after taking the first pill I noticed a difference the very next day I have taken 7 pills and so far so good My cheeks are soft and finally look like regular skin The redness on my right cheek is fading and it doesn t hurt to apply makeup anymore I am so excited to see how much better my skin gets No side effects yet I hope I don t get any when I get to the other colored pills,redness on my right cheek is fading
1778,806,102,113,positive experience,Ethinyl estradiol / norgestimate,9,I am 30 years old and I have never taken birth control pills before I had skin that was so dry that every morning the skin on my cheeks flaked off It almost looked like a bad sunburn that resulted in peeling skin My right cheek was so red and inflamed but after taking the first pill I noticed a difference the very next day I have taken 7 pills and so far so good My cheeks are soft and finally look like regular skin The redness on my right cheek is fading and it doesn t hurt to apply makeup anymore I am so excited to see how much better my skin gets No side effects yet I hope I don t get any when I get to the other colored pills,I am so excited to see how much better my skin gets
1779,806,114,116,no side effects,Ethinyl estradiol / norgestimate,9,I am 30 years old and I have never taken birth control pills before I had skin that was so dry that every morning the skin on my cheeks flaked off It almost looked like a bad sunburn that resulted in peeling skin My right cheek was so red and inflamed but after taking the first pill I noticed a difference the very next day I have taken 7 pills and so far so good My cheeks are soft and finally look like regular skin The redness on my right cheek is fading and it doesn t hurt to apply makeup anymore I am so excited to see how much better my skin gets No side effects yet I hope I don t get any when I get to the other colored pills,No side effects
1780,807,67,74,worked very well,Minocycline,9,I recommend this for people who have tried BC OTC treatments to no avail I ve had acne all my life and everytime it gets super cystic painful and covers my entire face I get back on the low dose This past treatment i started in January with incredibly cystic painful acne on my chin jaw cheeks and forehead I would describe it as borderline severe acne By June ALL of my acne was gone unfortunately because my acne was so severe I am left with scars on my cheeks and chin The only downside is it gets worse before it gets better and it takes a pretty long time to work,By June ALL of my acne was gone
1781,807,82,91,bad effect,Minocycline,9,I recommend this for people who have tried BC OTC treatments to no avail I ve had acne all my life and everytime it gets super cystic painful and covers my entire face I get back on the low dose This past treatment i started in January with incredibly cystic painful acne on my chin jaw cheeks and forehead I would describe it as borderline severe acne By June ALL of my acne was gone unfortunately because my acne was so severe I am left with scars on my cheeks and chin The only downside is it gets worse before it gets better and it takes a pretty long time to work,I am left with scars on my cheeks and chin
1782,807,92,111,drug worked eventually,Minocycline,9,I recommend this for people who have tried BC OTC treatments to no avail I ve had acne all my life and everytime it gets super cystic painful and covers my entire face I get back on the low dose This past treatment i started in January with incredibly cystic painful acne on my chin jaw cheeks and forehead I would describe it as borderline severe acne By June ALL of my acne was gone unfortunately because my acne was so severe I am left with scars on my cheeks and chin The only downside is it gets worse before it gets better and it takes a pretty long time to work,The only downside is it gets worse before it gets better and it takes a pretty long time to work
1783,808,35,42,drug worked,Sulfacetamide sodium / sulfur,9,I have tried everything to help my acne Pills Proactiv Clean and Clear and other dermatologist recommended products This product by far has done the best job at helping get rid of my acne I have finally found something that helps my acne I would suggest this to anyone suffering from acne,have finally found something that helps my acne
1784,808,43,51,positive experience,Sulfacetamide sodium / sulfur,9,I have tried everything to help my acne Pills Proactiv Clean and Clear and other dermatologist recommended products This product by far has done the best job at helping get rid of my acne I have finally found something that helps my acne I would suggest this to anyone suffering from acne,I would suggest this to anyone suffering from acne
1785,809,49,55,worked very well,Duac,9,Im not one to review anything online but Duac has changed my skin completely I had been suffering from acne since my early teens and now aged 24 was fed up and spoke to my Dr who suggested this product my only regret is I hadn t gone earlier My skin is now clear of acne and I feel much more confident even leaving the house without makeup something I wouldn t do previously It does easily bleach sheets pillows and towels though so be careful,My skin is now clear of acne
1786,809,74,85,bearable side effect,Duac,9,Im not one to review anything online but Duac has changed my skin completely I had been suffering from acne since my early teens and now aged 24 was fed up and spoke to my Dr who suggested this product my only regret is I hadn t gone earlier My skin is now clear of acne and I feel much more confident even leaving the house without makeup something I wouldn t do previously It does easily bleach sheets pillows and towels though so be careful,It does easily bleach sheets pillows and towels though so be careful
1787,810,4,6,positive experience,Doxycycline,9,I had acne and found doxycycline awesome,found doxycycline awesome
1788,811,62,69,bad effect,Accutane,9,I have been on accutane for exactly 2 months now It was prescribed by my GP but she didn t have enough knowledge on my skin and how much dose I should take so i went to a derm I was still breaking out really bad my skin was still oily She put me on 60mg with the 10mg my GP prescribed I thought the side effects were already terrible so being put on 60mg was a bit nerve wrecking But its almost a month yes the higher the dose the more terrible the side effects are I am happy with the progress my acne started in my early 20s I m in my mid 20s now a few small pimples that are easily covered up by make up My pre scars have improved A LOT My one problem is I am really dark even though I use spf 50 sunscreen so trying to work on that,I thought the side effects were already terrible
1789,811,97,108,positive experience,Accutane,9,I have been on accutane for exactly 2 months now It was prescribed by my GP but she didn t have enough knowledge on my skin and how much dose I should take so i went to a derm I was still breaking out really bad my skin was still oily She put me on 60mg with the 10mg my GP prescribed I thought the side effects were already terrible so being put on 60mg was a bit nerve wrecking But its almost a month yes the higher the dose the more terrible the side effects are I am happy with the progress my acne started in my early 20s I m in my mid 20s now a few small pimples that are easily covered up by make up My pre scars have improved A LOT My one problem is I am really dark even though I use spf 50 sunscreen so trying to work on that,I am happy with the progress my acne started in my early
1790,811,129,138,worked very well,Accutane,9,I have been on accutane for exactly 2 months now It was prescribed by my GP but she didn t have enough knowledge on my skin and how much dose I should take so i went to a derm I was still breaking out really bad my skin was still oily She put me on 60mg with the 10mg my GP prescribed I thought the side effects were already terrible so being put on 60mg was a bit nerve wrecking But its almost a month yes the higher the dose the more terrible the side effects are I am happy with the progress my acne started in my early 20s I m in my mid 20s now a few small pimples that are easily covered up by make up My pre scars have improved A LOT My one problem is I am really dark even though I use spf 50 sunscreen so trying to work on that,My pre scars have improved A LOT My one problem
1791,812,20,24,positive experience,Isotretinoin,9,I wanted to share my experience because it s been just over a year since I stopped taking accutane and the results have been amazing I started in May of 2016 after years of mild acne ruined my self confidence The only negative thing I will say about this medication is that it knocks you down before it picks you up I suffered awful dry skin at first so much so I couldn t even shave without my face getting cut up However after about a month of this and my acne not getting any better I started to see results and in the year since I ended my 5 month regimen besides the occasional white head my skin is as clear as ever,the results have been amazing
1792,812,40,60,drug worked eventually,Isotretinoin,9,I wanted to share my experience because it s been just over a year since I stopped taking accutane and the results have been amazing I started in May of 2016 after years of mild acne ruined my self confidence The only negative thing I will say about this medication is that it knocks you down before it picks you up I suffered awful dry skin at first so much so I couldn t even shave without my face getting cut up However after about a month of this and my acne not getting any better I started to see results and in the year since I ended my 5 month regimen besides the occasional white head my skin is as clear as ever,The only negative thing I will say about this medication is that it knocks you down before it picks you up
1793,812,61,65,bad effect,Isotretinoin,9,I wanted to share my experience because it s been just over a year since I stopped taking accutane and the results have been amazing I started in May of 2016 after years of mild acne ruined my self confidence The only negative thing I will say about this medication is that it knocks you down before it picks you up I suffered awful dry skin at first so much so I couldn t even shave without my face getting cut up However after about a month of this and my acne not getting any better I started to see results and in the year since I ended my 5 month regimen besides the occasional white head my skin is as clear as ever,I suffered awful dry skin
1794,813,16,23,worked very well,Epiduo,9,I ve only been on epiduo for around 2 months but combined with the doxycycline tablets I was prescribed the results have been amazing I still have a fair bit of scaring that needs to fade but the skin on my face feels smooth for the first time in 7 years whilst using these medicines I did experience severe dry skin and therefore peeling as well as irritated skin once the peeling stopped but all of this is small when the end goal is in the picture I would highly recommend Epiduo,I was prescribed the results have been amazing
1795,813,55,71,bearable side effect,Epiduo,9,I ve only been on epiduo for around 2 months but combined with the doxycycline tablets I was prescribed the results have been amazing I still have a fair bit of scaring that needs to fade but the skin on my face feels smooth for the first time in 7 years whilst using these medicines I did experience severe dry skin and therefore peeling as well as irritated skin once the peeling stopped but all of this is small when the end goal is in the picture I would highly recommend Epiduo,I did experience severe dry skin and therefore peeling as well as irritated skin once the peeling
1796,813,87,91,positive experience,Epiduo,9,I ve only been on epiduo for around 2 months but combined with the doxycycline tablets I was prescribed the results have been amazing I still have a fair bit of scaring that needs to fade but the skin on my face feels smooth for the first time in 7 years whilst using these medicines I did experience severe dry skin and therefore peeling as well as irritated skin once the peeling stopped but all of this is small when the end goal is in the picture I would highly recommend Epiduo,I would highly recommend Epiduo
1797,814,47,55,bearable side effect,Loryna,9,I was given Loryna for the first time a week ago I used to have Gianvi and I enjoyed it I just started birth control again after having my son and done with breast feeding And so far it s been great The first day or two I felt a little nauseous but not too bad And I haven t developed any new pimples since I started the pack My sex drive seems to have gone up Surprisingly I like that No side effects for me yet So far so good,I felt a little nauseous but not too bad
1798,814,69,77,benefit,Loryna,9,I was given Loryna for the first time a week ago I used to have Gianvi and I enjoyed it I just started birth control again after having my son and done with breast feeding And so far it s been great The first day or two I felt a little nauseous but not too bad And I haven t developed any new pimples since I started the pack My sex drive seems to have gone up Surprisingly I like that No side effects for me yet So far so good,My sex drive seems to have gone up Surprisingly
1799,814,81,83,no side effects,Loryna,9,I was given Loryna for the first time a week ago I used to have Gianvi and I enjoyed it I just started birth control again after having my son and done with breast feeding And so far it s been great The first day or two I felt a little nauseous but not too bad And I haven t developed any new pimples since I started the pack My sex drive seems to have gone up Surprisingly I like that No side effects for me yet So far so good,No side effects
1800,814,87,90,positive experience,Loryna,9,I was given Loryna for the first time a week ago I used to have Gianvi and I enjoyed it I just started birth control again after having my son and done with breast feeding And so far it s been great The first day or two I felt a little nauseous but not too bad And I haven t developed any new pimples since I started the pack My sex drive seems to have gone up Surprisingly I like that No side effects for me yet So far so good,So far so good
1801,815,24,32,initially bad effects,Spironolactone,9,21 yo female I love it I am on 75 mg and it has had the intended effects of reducing cystic acne and oil The acne got a lot worse around 2 weeks but the break out healed a lot faster than usual It is now 4 weeks and the break out is almost completely healed and there are no new cysts It has also had other welcome side effects of thicker hair on my scalp less shedding leg hair growing in really slow pubic hair on my upper thighs and facial hair on chin growing a lot less and not coming back in after plucking Only bad effects are headaches at first drink water and spotting even though I m on BC I m going to ask about doing 50 mg for longer before coming back up to see if I can get rid of the spotting Besides spotting 10 10,The acne got a lot worse around 2 weeks
1802,815,35,55,drug worked eventually,Spironolactone,9,21 yo female I love it I am on 75 mg and it has had the intended effects of reducing cystic acne and oil The acne got a lot worse around 2 weeks but the break out healed a lot faster than usual It is now 4 weeks and the break out is almost completely healed and there are no new cysts It has also had other welcome side effects of thicker hair on my scalp less shedding leg hair growing in really slow pubic hair on my upper thighs and facial hair on chin growing a lot less and not coming back in after plucking Only bad effects are headaches at first drink water and spotting even though I m on BC I m going to ask about doing 50 mg for longer before coming back up to see if I can get rid of the spotting Besides spotting 10 10,break out healed a lot faster than usual It is now 4 weeks and the break out is almost completely healed
1803,815,57,61,minimal side effects,Spironolactone,9,21 yo female I love it I am on 75 mg and it has had the intended effects of reducing cystic acne and oil The acne got a lot worse around 2 weeks but the break out healed a lot faster than usual It is now 4 weeks and the break out is almost completely healed and there are no new cysts It has also had other welcome side effects of thicker hair on my scalp less shedding leg hair growing in really slow pubic hair on my upper thighs and facial hair on chin growing a lot less and not coming back in after plucking Only bad effects are headaches at first drink water and spotting even though I m on BC I m going to ask about doing 50 mg for longer before coming back up to see if I can get rid of the spotting Besides spotting 10 10,there are no new cysts
1804,815,71,80,benefit,Spironolactone,9,21 yo female I love it I am on 75 mg and it has had the intended effects of reducing cystic acne and oil The acne got a lot worse around 2 weeks but the break out healed a lot faster than usual It is now 4 weeks and the break out is almost completely healed and there are no new cysts It has also had other welcome side effects of thicker hair on my scalp less shedding leg hair growing in really slow pubic hair on my upper thighs and facial hair on chin growing a lot less and not coming back in after plucking Only bad effects are headaches at first drink water and spotting even though I m on BC I m going to ask about doing 50 mg for longer before coming back up to see if I can get rid of the spotting Besides spotting 10 10,thicker hair on my scalp less shedding leg hair growing
1805,815,107,114,initially bad effects,Spironolactone,9,21 yo female I love it I am on 75 mg and it has had the intended effects of reducing cystic acne and oil The acne got a lot worse around 2 weeks but the break out healed a lot faster than usual It is now 4 weeks and the break out is almost completely healed and there are no new cysts It has also had other welcome side effects of thicker hair on my scalp less shedding leg hair growing in really slow pubic hair on my upper thighs and facial hair on chin growing a lot less and not coming back in after plucking Only bad effects are headaches at first drink water and spotting even though I m on BC I m going to ask about doing 50 mg for longer before coming back up to see if I can get rid of the spotting Besides spotting 10 10,bad effects are headaches at first drink water
1806,816,12,16,no side effects,Drospirenone / ethinyl estradiol,9,Actually I am still on the first month and I can tell I barely have side effects In the first week I had naussea but It went away There is no effect on my weight Also I dont have increased apetite My hair also has not changed I take the pill in order to cure my acne I can tell through the first month there is no increasing or worsening my skin situation before getting better I think it is going to help me treating my acne very well and I am waiting for results,I barely have side effects
1807,816,28,34,no side effects,Drospirenone / ethinyl estradiol,9,Actually I am still on the first month and I can tell I barely have side effects In the first week I had naussea but It went away There is no effect on my weight Also I dont have increased apetite My hair also has not changed I take the pill in order to cure my acne I can tell through the first month there is no increasing or worsening my skin situation before getting better I think it is going to help me treating my acne very well and I am waiting for results,There is no effect on my weight
1808,816,90,94,positive experience,Drospirenone / ethinyl estradiol,9,Actually I am still on the first month and I can tell I barely have side effects In the first week I had naussea but It went away There is no effect on my weight Also I dont have increased apetite My hair also has not changed I take the pill in order to cure my acne I can tell through the first month there is no increasing or worsening my skin situation before getting better I think it is going to help me treating my acne very well and I am waiting for results,I am waiting for results
1809,817,132,136,worked very well,Spironolactone,9,This past summer I experienced the worst break out I ve ever had all over my entire face Never before had that happened I just had a few cystic nodules around my mouth For a month I tried everything are a very strict diet and stayed away from bad carbs and sugars Nothing worked After seeing my dermatologist and gynecologist and doing research of my own I presented them with what I believed to be Polycystic Ovarian Syndrome They did blood work and confirmed The dermatologist wanted to put me on Accutane but I didn t feel good about it I did more research found out about spironolactone and asked him if this could be a good alternative he agreed and I ve been on 100 mg for about two months now It has Changed my life Gave me back confidence,It has Changed my life
1810,817,137,140,benefit,Spironolactone,9,This past summer I experienced the worst break out I ve ever had all over my entire face Never before had that happened I just had a few cystic nodules around my mouth For a month I tried everything are a very strict diet and stayed away from bad carbs and sugars Nothing worked After seeing my dermatologist and gynecologist and doing research of my own I presented them with what I believed to be Polycystic Ovarian Syndrome They did blood work and confirmed The dermatologist wanted to put me on Accutane but I didn t feel good about it I did more research found out about spironolactone and asked him if this could be a good alternative he agreed and I ve been on 100 mg for about two months now It has Changed my life Gave me back confidence,Gave me back confidence
1811,818,76,89,drug worked eventually,Dapsone,9,I have very oil skin especially forehead cheeks and chin area I m 36 and always had perfect skin well until a year ago Constant breakouts on all oily prone areas of skin I will get a pimple and a dark spot to follow So now the pimple disappears and you have this hideous dark scar So after trying everything under the sun I went back to my dermatologist and she put me on Aczone Please people try this with every acne medicine your skin may get worse before better unfortunately don t give up and don t stress Continue to use the product Wash your face with a mild cleanser free of salicylic acid or benzoyl peroxide which will irritate your skin and make the drying worse Aczone is fantastic it works Use with Differin,people try this with every acne medicine your skin may get worse before better
1812,818,129,132,positive experience,Dapsone,9,I have very oil skin especially forehead cheeks and chin area I m 36 and always had perfect skin well until a year ago Constant breakouts on all oily prone areas of skin I will get a pimple and a dark spot to follow So now the pimple disappears and you have this hideous dark scar So after trying everything under the sun I went back to my dermatologist and she put me on Aczone Please people try this with every acne medicine your skin may get worse before better unfortunately don t give up and don t stress Continue to use the product Wash your face with a mild cleanser free of salicylic acid or benzoyl peroxide which will irritate your skin and make the drying worse Aczone is fantastic it works Use with Differin,is fantastic it works
1813,819,82,99,bearable side effect,Adapalene,9,I was very sceptical about using differin cream as I had done a lot of reading and has obviously read about the dreaded initial breakout A side note I am also on lymecycline 408mg tetracycline is the same and I m on lucette bc When I first started using it I left it on for an hour to see how my skin reacted then washed it off I have been leaving it on overnight now for about a week and a half Yes I have broken out Any worse than usual No In fact the breakouts healed were less aggressive and red Currently the only side effect I ve got is the corners of my mouth are a bit sore and dry My skin is very soft where I use the cream My advice start slow And use it so sparingly Literally the tiniest bit I am pleased so far,Yes I have broken out Any worse than usual No In fact the breakouts healed were less aggressive
1814,819,107,126,minimal side effects,Adapalene,9,I was very sceptical about using differin cream as I had done a lot of reading and has obviously read about the dreaded initial breakout A side note I am also on lymecycline 408mg tetracycline is the same and I m on lucette bc When I first started using it I left it on for an hour to see how my skin reacted then washed it off I have been leaving it on overnight now for about a week and a half Yes I have broken out Any worse than usual No In fact the breakouts healed were less aggressive and red Currently the only side effect I ve got is the corners of my mouth are a bit sore and dry My skin is very soft where I use the cream My advice start slow And use it so sparingly Literally the tiniest bit I am pleased so far,I ve got is the corners of my mouth are a bit sore and dry My skin is very soft
1815,820,35,40,drug worked,Minocycline,9,I m 14 and I started taking it about 1 1 2 weeks ago At first my acne got really bad All of the pimples were coming to the surface Now after almost two weeks I don t have any acne Warning Don t start taking this a few days before a big event Take it about 3 weeks before so all of your acne will be gone Also don t take this if you are going to be out in the sun for a long time I had to learn this the hard way It makes your skin sun sensitive,I don t have any acne
1816,820,95,100,bearable side effect,Minocycline,9,I m 14 and I started taking it about 1 1 2 weeks ago At first my acne got really bad All of the pimples were coming to the surface Now after almost two weeks I don t have any acne Warning Don t start taking this a few days before a big event Take it about 3 weeks before so all of your acne will be gone Also don t take this if you are going to be out in the sun for a long time I had to learn this the hard way It makes your skin sun sensitive,It makes your skin sun sensitive
1817,821,92,97,worked very well,Epiduo,9,I am on epiduo and my skin is very dry and irritated but the acne is ALL gone When my Doctor prescribed me to this she have me a sample package that provided me with a gentle soap cleanser called cetaphil and along with the epiduo samples To calm down the dryness I would steam my face often and that helped for about 20 miniutes after that my skin would irritate me and burn The dryness mostly happened around the nose area and chin and a little bit around the cheek bones I think this product does wonders and really improves your acne scars and marks HIGHLY RECOMENDED,I think this product does wonders
1818,821,99,103,benefit,Epiduo,9,I am on epiduo and my skin is very dry and irritated but the acne is ALL gone When my Doctor prescribed me to this she have me a sample package that provided me with a gentle soap cleanser called cetaphil and along with the epiduo samples To calm down the dryness I would steam my face often and that helped for about 20 miniutes after that my skin would irritate me and burn The dryness mostly happened around the nose area and chin and a little bit around the cheek bones I think this product does wonders and really improves your acne scars and marks HIGHLY RECOMENDED,really improves your acne scars
1819,821,106,107,positive experience,Epiduo,9,I am on epiduo and my skin is very dry and irritated but the acne is ALL gone When my Doctor prescribed me to this she have me a sample package that provided me with a gentle soap cleanser called cetaphil and along with the epiduo samples To calm down the dryness I would steam my face often and that helped for about 20 miniutes after that my skin would irritate me and burn The dryness mostly happened around the nose area and chin and a little bit around the cheek bones I think this product does wonders and really improves your acne scars and marks HIGHLY RECOMENDED,HIGHLY RECOMENDED
1820,822,17,22,drug worked,TriNessa,9,Started this pill as a form of BC and for acne Only on my second cycle and I no longer get cystic acne and my other bumps are completely gone A few whiteheads here and there but nothing terrible Only complain I have is that skipping periods can be tricky on TriNessa If you re looking for primarily an acne reducer try this pill No complaints for its affect on my skin,I no longer get cystic acne
1821,822,30,38,bearable side effect,TriNessa,9,Started this pill as a form of BC and for acne Only on my second cycle and I no longer get cystic acne and my other bumps are completely gone A few whiteheads here and there but nothing terrible Only complain I have is that skipping periods can be tricky on TriNessa If you re looking for primarily an acne reducer try this pill No complaints for its affect on my skin,A few whiteheads here and there but nothing terrible
1822,822,41,49,bad effect,TriNessa,9,Started this pill as a form of BC and for acne Only on my second cycle and I no longer get cystic acne and my other bumps are completely gone A few whiteheads here and there but nothing terrible Only complain I have is that skipping periods can be tricky on TriNessa If you re looking for primarily an acne reducer try this pill No complaints for its affect on my skin,I have is that skipping periods can be tricky
1823,823,64,72,initially bad effects,Dapsone,9,I am a 28 year old female and I have struggled with acne for as long as I can remember I get several cysts a few times a month which always seem to scar After discussing this with a new doctor I was prescribed Aczone I have tried almost every other cream on the market I use Aczone every night after washing my face Within the first few weeks my acne got worse My doctor did warn me of this She told me to not give up and to give it 3 months minimum By the end of the first month my skin had improved significantly I have used Aczone for 5 months now and I have not had a single cyst or breakout The medication is a bit pricey so I recommend getting a coupon I highly recommend it to any female with hormonal cystic acne Great product,Within the first few weeks my acne got worse
1824,823,94,105,drug worked eventually,Dapsone,9,I am a 28 year old female and I have struggled with acne for as long as I can remember I get several cysts a few times a month which always seem to scar After discussing this with a new doctor I was prescribed Aczone I have tried almost every other cream on the market I use Aczone every night after washing my face Within the first few weeks my acne got worse My doctor did warn me of this She told me to not give up and to give it 3 months minimum By the end of the first month my skin had improved significantly I have used Aczone for 5 months now and I have not had a single cyst or breakout The medication is a bit pricey so I recommend getting a coupon I highly recommend it to any female with hormonal cystic acne Great product,By the end of the first month my skin had improved significantly
1825,823,125,129,expensive,Dapsone,9,I am a 28 year old female and I have struggled with acne for as long as I can remember I get several cysts a few times a month which always seem to scar After discussing this with a new doctor I was prescribed Aczone I have tried almost every other cream on the market I use Aczone every night after washing my face Within the first few weeks my acne got worse My doctor did warn me of this She told me to not give up and to give it 3 months minimum By the end of the first month my skin had improved significantly I have used Aczone for 5 months now and I have not had a single cyst or breakout The medication is a bit pricey so I recommend getting a coupon I highly recommend it to any female with hormonal cystic acne Great product,medication is a bit pricey
1826,824,53,61,initially bad effects,Tazarotene,9,I was using the 0 10 strength which helped greatly with clogged pores blackheads small pustules However I also had cystic hormonal acne which the cream wasn t effective enough for I took this in conjunction with spironolactone but eventually had to take accutane Downside of this drug sun sensitivity skin peeling redness For the record it takes weeks to see results and your acne gets WORSE before it gets better,For the record it takes weeks to see results
1827,824,64,70,drug worked eventually,Tazarotene,9,I was using the 0 10 strength which helped greatly with clogged pores blackheads small pustules However I also had cystic hormonal acne which the cream wasn t effective enough for I took this in conjunction with spironolactone but eventually had to take accutane Downside of this drug sun sensitivity skin peeling redness For the record it takes weeks to see results and your acne gets WORSE before it gets better,acne gets WORSE before it gets better
1828,825,11,16,drug worked,Epiduo,9,I used it morning and night for about 3 days and you can already tell a difference and my acne is clearing up Unfortunately my skin is peeling which forced me to get a moisturizer Anyway it works for me,you can already tell a difference
1829,825,18,22,benefit,Epiduo,9,I used it morning and night for about 3 days and you can already tell a difference and my acne is clearing up Unfortunately my skin is peeling which forced me to get a moisturizer Anyway it works for me,my acne is clearing up
1830,825,23,34,bearable side effect,Epiduo,9,I used it morning and night for about 3 days and you can already tell a difference and my acne is clearing up Unfortunately my skin is peeling which forced me to get a moisturizer Anyway it works for me,Unfortunately my skin is peeling which forced me to get a moisturizer
1831,825,35,39,positive experience,Epiduo,9,I used it morning and night for about 3 days and you can already tell a difference and my acne is clearing up Unfortunately my skin is peeling which forced me to get a moisturizer Anyway it works for me,Anyway it works for me
1832,826,0,3,bearable side effect,Benzaclin,9,Mild stinging definitely occurs I felt like I had a sunburn the first few weeks of using this Also my face was super dry as a result of this medicine On the bright side though I did see improvement within 2 weeks and that s what counts So just get a thick moisturizer to reduce the stinging and the dryness and apply about 10 minutes after letting the Benzaclin soak in then you ll be all set,Mild stinging definitely occurs
1833,826,35,41,drug worked,Benzaclin,9,Mild stinging definitely occurs I felt like I had a sunburn the first few weeks of using this Also my face was super dry as a result of this medicine On the bright side though I did see improvement within 2 weeks and that s what counts So just get a thick moisturizer to reduce the stinging and the dryness and apply about 10 minutes after letting the Benzaclin soak in then you ll be all set,I did see improvement within 2 weeks
